Review ID,Author ID,Type,Reviews Written,Playtime At Review,Recommendation,Review,Weighted Score,Upvotes,Purchased,Review Timeframe,Created At
176806234,76561198111039865,User,13,9250,Recommended,"I bought Baldurs Gate 3 like many others caught up in the wave of hype surrounding its release At first it didnt grab me 
With no prior experience playing Dungeons  Dragons and not being a fan of turnbased combat I struggled to connect with the game The mechanics felt foreign and I found myself drifting away to play other titles

But something about Baldurs Gate 3 kept pulling me back I gave it another shot and then it clicked 
I started to enjoy the combat figuring out how to use the environment to my advantage and I realized just how much influence you can wield outside of battle Conversations choices and strategies became just as important as swinging a sword or casting a spell

I became invested in the characters more than I have in any other game Well most of them  I dont like Wyll His story just felt underwhelming compared to the others Each companion had depth and complexity that kept me hooked The freedom the game offers is truly unparalleled I could shape my own story in ways that felt meaningful I found myself losing track of time wanting to know what would happen next

Fast forward 150 hours and Ive just finished my first playthrough Without a doubt this is the best game Ive ever played and Ive played a LOT of games The sense of emptiness it leaves behind is almost painful All I want to do is dive back in and start a new run Taking suggestions on what character or class to try next

In summary yes I wholeheartedly recommend Baldurs Gate 3 Its an unforgettable experience that sets a new standard for storytelling and player agency in games

PS Be warned though after playing Baldurs Gate 3 other games may feel linear and their characters shallow in comparison",0.952427268028259277,412,True,Beta Release,1728632060
171358465,76561198051897145,Curator,9,5198,Not Recommended,"I want to like it but there is just something or several somethings that really keeps me from enjoying it

First I am not a big fan of 5e as a CRPG Its too simple for a deep crunch It always leaves me wanting more crunch to bite into or leaves me wanting it to go a ton faster I think some of Larians changes to the game help it but it still leaves me just wanting more and not in a good way I dont get excited about leveling up because of the lack of choices many classes have 

Second The companions I think when I got to act 3 I basically enjoyed 2 of them When I first played this in EA everyone was saying oh this is only half of the companions we will get this is all the evil ones they will have a bunch of other ones added in the end etc and in the end that was kinda a lie Basically outside of the main 5 the rest that are there feel even more flat and not fleshed out than the main 5 And I can barely stand the main 5 One of the biggest things I enjoyed about DOS2 and other CRPGS is the companions they add life to the game These companions suck away the life from the game for me 

Three Act 3 Yea this felt like a huge letdown When I first got to around the time the game came out it was unplayable on my comp Now its better but still kinda a huge letdown It feels so unfinished Its the same thing with DOS2 the game is so frontloaded and goes out on what feels like a whimper The big bads of the area feel like they barely thought them out and I was just left dissapointed

Four The vibes I dunno how to describe this but the game is very nouveau dnd Its kinda goofy non serious while still trying to be serious It has the same vibes I got while playing a bunch of dnd5e games kinda goofy superhero character driven while not really caring about the world story etc Its just really hard to describe how I feel but the vibes are just something I never clicked with

I feel like there is more like how some choices end up being nonchoices and not mattering spoiler illithid powers use spoiler and just other random things that kinda just picked at me


I dunno overall I really did want to like it but typically I would go back to a crpg to play a second or third time I love playing games but this games just really makes me not want to play it again I just get bored and uninspired while playing it which I feel like isnt a good thing",0.548510074615478516,59,False,Early Access,1722694544
176599174,76561198257508149,User,152,14961,Recommended,I made 10 different characters restarted 20 times still havent left Act 1 This game consume my entire life and Im okay with that I swear i will finish this,0.74579852819442749,32,True,Early Access,1728350215
177349101,76561198380677038,User,6,11709,Recommended,Beautiful game easily became my top 3 of all time Engaging narrative with so many important choices to make that really impact the story at the end Deep and intricate characters so hard to choose which one to leave behind at the camp Love the battle system hope this game will be inspiring new RPGs from now one proving that turn based RPGs are still a much loved thing,0.778920233249664307,58,True,Beta Release,1729359319
162329139,76561198047499018,Curator,2,11325,Recommended,"One of the most engaging stories Ive experienced in games in a long time The combat took a few hours of getting used to but its a great video game implementation of DD

Cant wait to start my second play through",0.568345367908477783,3,False,Early Access,1712403701
191684047,76561199267345349,Curator,1,47130,Recommended,Great game It consumed me for six months I became free I want to play it for the first time again Please complete act one before you decide on abandoning the game,0.5,0,False,Recent,1743462740
163574311,76561198130621075,Curator,7,12278,Recommended,"Now that I have completed this game I can finally share my thoughts on it
h1Baldurs Gate 3 is the best RPG game I have ever played h1Every aspect of the game from the enchanting music to the engaging interactions with NPCs pulled me in and kept me fully immersed in the story The abundance of choices and multiple paths to explore continuously surprised and thrilled me even when replaying the game As a longtime fan of DD I have always enjoyed creating my own worlds and stories for others to experience However bBG3 ballows you to embark on a bDDb adventure all by yourself without the need for other players It truly is a remarkable gaming experience bLarian Studiosb have outdone themselvesbiKudos to everyone who worked so diligently on this game for so many years and created what I consider to be a masterpiece ibh1h1",0.545454561710357666,2,False,Early Access,1714068373
180782039,76561198118188032,Curator,3,17146,Recommended,If you are looking for a game that is story based with action and romance that doesnt take over the game then look no further Very suitable for anyone who is into DnD and very easy to learn Very addictive you will lose track of time very easily Is it Monday Is it Friday Who knows,0.53947371244430542,2,False,Early Access,1732890061
188037345,76561198148174737,User,5,5448,Recommended,"bNot a Fan of RPGs This Game Will Change Your Mindb

After a few sessions of iDnDi the tabletop game I decided to check out the computer game based on its universe  iBaldurs Gate 3i And wow it completely blew me away The world feels alive and immersive filled with rich characters and endless choices The freedom to approach situations your way is incredible From the stunning visuals to the deep combat and roleplaying its clear this game was crafted with exceptional care and attention to detail

This game is a mustplay especially fun in coop Its a masterpiece that deserves all the love",0.644357860088348389,35,True,Alpha Release,1739705869
180340389,76561198824938605,User,38,2311,Recommended,"A technical stable game that is far beyond a videogame Literally everything is pure art The story is not one story instead the player has hundreds of different outcomes Aside that the storyline itself and dialogues are worth multiple oscars Same goes for the voice acting music graphics physics love to details and choreography which no game ever had before at this quality level

Is BG3 perfect No In a game this massive there are going to be bugs but they are minor and largely ignorable More importantly there are no microtransactions or stupid DLCs This is a complete game that has been years in the making and it shows It oozes class Anyone making a game right now will play this and I suspect the vast majority of them will realise they need to go back to the drawing board Things just changed for them",0.8682137131690979,215,True,Beta Release,1732787357
165276789,76561198152172841,Curator,31,12489,Recommended,"I really squeezed the flannel on my first proper run of this game I did everything searched every barrel did every quest i could find and theres still so much i missed 
I managed to get an ending where everyones happy and i couldnt possibly see myself going for any other ending  i love the characters too much The thought of giving any of them any other ending is too upsetting lol",0.528985500335693359,1,False,Beta Release,1715598322
186384733,76561198153678772,User,39,15500,Recommended,"At first I was hesitant to buy this game because of its price but after playing it twice for a total of 260 hours I still want to come back for a third playthrough I can confidently say its worth every penny and more

h3The customizationh3
The game offers a wide selection for customization allowing you to choose your race background and class with the option to multiclass You can even customize your voice body type and your wiener Dialogues are influenced by your origin race and class Wizards and sorcerers can make fun of each other drows can intimidate others and companions might banter with you about whose god is the better one

If you dont want to create your own character you can play as one of the 7 Origin characters I recommend creating your own character or trying The Dark Urge He is unique as he is the only Origin character who doesnt appear in the story offering a unique playthrough you wont experience on a normal playthrough

The animations and facial expressions are impressive as well they bring life to both human and nonhuman races Even characters like dragonborns have expressive facial expressions

h3Companionsh3
The game features a huge cast of companions 10 each with their own distinct personalities and backstories Over time these companions evolve from strangers in your party to allies friends or romantic interests Companions dynamically react to your choices and to each other leading to surprising dialogues and conflicts Bringing specific companions to encounters can change how they unfold and you can influence their fatehelping them stay on their path or stray away from it The voice acting is also phenomenal Romances also features options for polymorphic or samesex relationships so no one missies out on Shadowheart or Halsin

Spoiler Alert If you dont want to miss an easily missable companionspoilerWhen you meet a drow named Minthara and if you get into a fight switch to nonlethal combat and knock her out instead of killing herspoiler

h3Open World and Explorationh3
The game does an amazing job with its story covering a wide range of topics with its central themes being trauma trust and personal growth There are three acts each offering many beautiful and memorable locations to explore Its openworld design lets you roam freely and NPCs dynamically react to your actions 

The world feels alive with consequences for your actions After 200 hours Im still finding hidden dialogues and secret details that surprise me making me appreciate the developers attention to detail

h3Gameplay and Mechanicsh3
The game offers many difficulty options from Explorer for those who just want to enjoy the story to Tactician for the minmaxers You can also play the game solo or in coop giving you the opportunity to experience the story with your friends

Combat is highly creative with spells and abilities that interact with the environment For example you can set up explosive barrels before an ambush or use water to create electrified surfaces Players can tackle obstacles in numerous wayscombat stealth magic or conversation This variety ensures you can tailor the story to your own playstyle

h3Flawsh3 
list
As with many openworld games bugs can arise due to its complex and detailed structure For example after killing a character NPCs might still refer to them as alive In one instance I exposed a thief disguised as a guard only to have him arrest me for stealing 
The nonlethal combat system while great for roleplay purposes doesnt change much regarding the story Knockedout characters are treated as dead in most cases with only a few exceptions
Lastly the game struggles to provide a meaningful evil playthrough While you can roleplay as morally grey or chaotic the evil with purpose path is underdeveloped Choosing the evil route frequently locks you out of story content companions and loot making it less rewarding compared to good or morally ambiguous paths
list

h3Moddingh3
The game supports modding through its official tools You can download mods for qualityoflife improvements like new hairstyles or face shapes to more substantial additions such as new classes or playable races For those who enjoy customizing further mods like the handsome Laezel option let you adjust her appearance though Baezel is already pretty stunning as she is

h3Overallh3
Baldurs Gate 3 is a masterpiece that combines rich storytelling deep customization and endless possibilities for creativity Whether you like DD or completely new to the genre this game offers an unforgettable RPG experience that will keep you coming back for more",0.820157468318939209,66,True,Early Access,1737822186
177693190,76561197972131209,User,21,11673,Recommended,"As someone in my mid30s with three decades of video game experience I write these overviews with a focus on how games fit into an adult life full of responsibilities The criteria are deliberately subjective  check out my other reviews to see what resonates with you These ratings are practical descriptions not meant to be converted into numbers

h3Resonance Scoreh3
 Left a lasting mark
 Will definitely revisit
 One and done
 Didnt finish
 Wouldnt purchase again

h3Breakdownh3
bInitial Feelb
 Instantly hooked
 Grew on me
 Took time to appreciate
 Never quite clicked

bMechanical Flowb
 Perfectly polished
 Satisfyingly smooth
 Takes getting used to
 Never feels quite right
 Actively frustrating

bSchedule Flexibilityb
 Perfect for microsessions
 Easy to pause and resume
 Needs dedicated time blocks
 Requires long uninterrupted sessions

bHook Levelb
 Where did my evening go
 Regularly loses track of time
 Balanced engagement
 Natural stopping points
 Easy to walk away

bMental Engagement Requiredb
 Podcast Game
 Split Focus Friendly
 Active Focus
 Full Concentration needed

bLearning Curveb
 Intuitive flow
 Rewarding challenge
 Steep but fair
 Frustratingly complex

bBreakFriendly Designb
 Easy to remember mechanics
 Needs refresher time
 Steep relearning curve
 Like starting from scratch

bAesthetic Impactb
 Sensory Masterpiece
 Artistically Cohesive
 Distinctively Styled
 Mismatched Elements
 Notably Lacking",0.93644261360168457,822,True,Beta Release,1729847006
174018405,76561198800043197,User,5,18391,Recommended,"Best Game I have ever played 

I knew about DD before playing this but I didnt enjoy it because of my lack of imagination but this game did a tremendous job at getting me to like the world of DD more even with my lack of imagination I now see why so many people love DD and Im even considering to learn more about it outside of this game 

If you enjoy story driven games you must give this game a chance thats the only reason I did and I dont regret it 

Looking forward the update for the mods to go for another campaign",0.774948596954345703,77,True,Early Access,1725223295
165755431,76561198080205172,Curator,63,3147,Recommended,"The epitome of player freedom and choice built with an open world not focused on sheer scale but rather the depth and quality of the content itself which makes for a dense and lively world full to the brim with encounters and events that seemingly have infinite ways to approach them

Actually a perfect 1010",0.535240054130554199,3,False,Early Access,1716233582
187240708,76561198948795474,Curator,11,2770,Recommended,love this game dont logout and leave your character in the hands of a man named ultra x death x he sacrificed my character to MINDFLAYER BED ROCKING,0.523809552192687988,1,False,Recent,1738780858
179774397,76561198062461653,User,33,5865,Recommended,"Buying this game is the worst mistake of my life

97 hours of doing blind honour runs and I still couldnt even reached Act II

It was super worth it though Ive been doing almost 10 new runs everytime I got wiped and still manage to find new stuff and learn new things in every run",0.907629311084747314,327,True,Beta Release,1732516987
162529076,76561198154981104,Curator,13,11810,Not Recommended,"The first two acts make you want to play the game forever but the third act makes you never want to touch the game again
Genuinely I love this game and I didnt believe the others that said Act 3 is a ilarge problemi It is I get it now I also want to fight whoever is personally responsible for rushing this game
It is iso so goodi but unfortunately there are glitches that are genuinely game breaking as in you physically cannot play the game when it happens That and instructions and quest lines in Act 3 are unclear at best and nonexistent at worst

Once the issues that istop you from playing the game entirelyi are fixed Id be happy to change my review Unfortunately there are some that are even showing up as early as Act 2 Heres a little list of things I have run into that granted iI do see them trying to patchi but are unfortunately still issues as of this review

bGetting stuck in dialoguesb Either you enter the dialogue and no options pop up or you are counted as in dialogue and nothing else happens You are simply stranded immovable and inactive until a team mate can either pull you far enough away to end the convo or worse yet has to kill you to avoid having to load a save that was a whole half hour ago
bGetting stuck at 100 loadsb I am unsure why this happens but sometimes loading a save will cause the game to load to completion and then never actually put you in the game This one is extra annoying because the entire party will have to AltF4 the game or use Task Manager to kill it because even if the host kills it the other players are still stuck
bBugging out when trying to assign characters to the correct playersb I am unsure why this happens but sometimes when swapping characters between people they will both lose the ability to use either character entirely as well as any summons attached to them Usually the host will have to reboot the save and pray the above issue doesnt happen

There are also some things that dont stop you from playing the game but can badly hinder the experience

bFights and encounters during long restsb If the host starts a long rest before all players have successfully joined they cannot enter the game until the long rest is completed This also forces them to miss any encounters that happen during that time You wouldnt think this would be so bad as most of the encounters during rests are minor and unimportant iButb There are a few very very important ones namely with your dream visitor Spoilers ahead on that spoilerWe had this happen on the encounter with The Emperor when he reveals his true identity The entire fight the reveal and the option to become half Illithid were all missed by myself and I happen to be the one romancing him and gunning to become an Illithidspoiler Personally I think if there is any combat going on during a long rest that players should be able to join there not just for what I just mentioned but also because the host likely does not want to deal with the entire encounter with their team mates characters that they do not know how to play
bTurning invisible for no particular reasonb This one is not too bad but it is highly annoying and admittedly really ruins the immersion and playing experience
bAnimation rig glitching during cutscenesb This one could get a pass but it is a liiiiittle distracting to try and have a serious in game conversation romances for example where the head rig completely breaks at the neck for a few seconds Again immersion
bLack of clarity on what you are supposed to dob I am looking particularly at Act 3 for this one Im not expecting it to hold your hand but some clarity would be nice The quests in that act like to tell you some vague thing you need to go get done and then not give you a place to start Worse yet sometimes it will point it out for you on the map in completely the wrong location if it gives you a location at all I never had to use that function until act 3 and a good couple quests give you a location that is nowhere near where the actual place you need to go is at Other times they give you the name of a location and then refuse to give you any guidance as to where the heck that is In particular spoilerthe Murder Mystery quest to locate Orinspoiler really likes to tell you to go do things and give you no good direction to start looking and infuriatingly is non optional spoilerif you want to kill her firstspoiler If you want to go the other route spoiler the quest marker for Gortash actually points you to the passage downstairs instead of upstairs where he actually isspoiler All of this is fine and dandy if you are playing the whole thing in one go If you are playing it in short spurts you will likely forget a lot of things and wind up on a goose chase It really doesnt come off fun or clever to me at all just infuriatingly annoying 

ibI want to be clear I really love this gamebi The game just unfortunately degrades too badly and quite rapidly as the game goes on",0.558113217353820801,41,False,Beta Release,1712650560
189881127,76561198080370458,User,1,1663,Recommended,Played DnD for the first time recently and got a  hankering for it Im 35 and used to hate turnbased combat but this game is incredible Also really well written Also you get to have sex with green people,0.921199202537536621,347,True,Alpha Release,1741622821
190759007,76561197970282457,Curator,21,8721,Recommended,"Honestly one of the greatest games of all time Craftsmanship of the world the story telling the gameplay the interface the acting honestly all top of their class An absolutely must play for any RPG enjoyer You can play the game half a dozen times and still stumble across new things including complete storylines

1110 definitely didnt cry at the end",0.523809552192687988,1,False,Recent,1742513092
165361630,76561198391093447,Curator,13,29474,Recommended,,0.563492059707641602,3,False,Early Access,1715710249
179881182,76561198103228178,User,26,12207,Recommended,Was initially skeptical and I am still not personally a fan of the DnD system but the game is wonderful Incredibly detailed rife with branching decisions and the ability to do right and wrong Would highly recommend,0.799189507961273193,75,True,Early Access,1732668838
164891395,76561198444908043,Curator,5,207,Recommended,"Im currently playing it with friends and having a lot of fun The game is engaging and has good flow the visuals are so beautiful you would never bat an eye on an unpolished porp The cutscene cinematography and voice acting are very immersive Playing it with a controller as my first run did slow me down a lot since I cant easily access all my moves at once but once I got used to it things started playing very nice

I played Baldurs Gate 3 for the first time on the PAX WEST 2023 demo and liked it but only was able to start my own run of it now Both experiences showed off great talent and you can really feel the passion behind every amazing dev in the credits list",0.545454561710357666,2,False,Beta Release,1715139975
178893915,76561198057116477,User,40,30201,Recommended,"Probably one of the greatest games Ive played in the past 5 years 
Spoiler free

h1 Summary h1

I dont play story games for very long if its 8 hours long I will play it for 8 hours even if its a genuinely amazing game there is no way to reexperience my first interaction with a title I love any reruns would just dilute my memory of it

That said this is different This isnt just a story game this is a narrative masterpiece mechanically almost perfect and the single longest amount of time Ive ever spent on a game of this nature I struggle to keep hooked on high fantasy but this game exceeded every single expectation I had from the genre

In short the game is a turnbased RPG with dense player interaction dialogue story and an absolute treasure chest when it comes to variety the combat is practically a sandbox only limited by your creativity when it comes to turning goblins and human alike into a puddle where their torso used to be
Youre immediately given a fairly substantial task upon first loading in and its your goal to progress through the story with the aim of resolving it 
However the steps you take along your path to resolving it entirely shifts the dynamic of whole regions and thus how people treat you as you progress through the story Eventually the major task you have becomes a footnote as youre thrown kneedeep into something much larger than you ever anticipated 
Of course how it actually DOES resolve whether for the betterment of everyone youve met along the way or to achieve absolute power is entirely up to you but you might often find yourself making choices with a special party member in mind 

Oh and the COOP is absolutely unreal it from experience with a good host works absolutely perfectly and Ive essentially completed the entire story 3 times with entirely different groups of people each time yielding its own absolutely chaotic outcome It does seriously impact how you interact with companions though as there are a limited number of party slots so dont take your COOP playthrough as your sole experience of the game

h1 Characters h1

Phenomenal writing its very easy to dismiss the companions you find along the way as being relatively abrasive or otherwise uninteresting but as you progress through the story they begin to open up to you as your relationship dictated by your actions through dialogue interactions with the world or quest outcomes grows and thus you gain major introspective with the character 
Every companion has their own quirk something that they personally want to resolve by the end of the game If you choose to ignore them they may never achieve that without your help and potentially abandon you or worse 
They all react differently to how you roleplay your character some despising signs of empathy while others seriously admiring it it creates a situation where the dynamic of your party isnt always relying on you picking the morally good answers to get a desirable outcome ahem Starfield  
Some companions even outright love evil acts and will encourage you to do them oh and of course theres romance so thats always a win if you want to romance someone with the bloodlust of a bag of angry hornets

Additionally the nonessential or nonplayable characters you find beyond your own party are all intricate in their own right Some are a little sparser contentwise than others but everyone typically always has something to say often in regards to events youve caused or partaken in Even if you dont cross their paths early on they often show up with unique dialogue later often remarking about how your actions led them to where they are
Something I especially enjoy is that often youll keep seeing characters you save or aid throughout the entire length of the game gradually finding new ways to give aid back or just give you a little insight to story each time you find them
A very notable example without sharing too much detail is saving a character in something I originally thought was a throwaway gag where if you choose to or accidentally kill them just by pushing the wrong button it not only locks off a major outcome of a literal endgame quest but makes another entire questline marginally harder Your choices DO matter even if it isnt immediately obvious

Finally the bad guys in this game are probably my favourite in all of high fantasy media and while there is an implied major boss that youre seeking out theres a multitude of equally plot essential bosses you find with their own backstories and beyond that even the nonessential bosses are all very fun to fight all with their own gimmicks which invite you to switch up your playstyle

Plus J K Simmons the voice of Cave Johnson OmniMan Stanford Pines the yellow MM for some reason and basically hundreds of other characters youll recognise voices my single favourite boss in the whole game

h1 Story h1

Dense utterly dense packed with scenarios people to meet people to kill people to revive for reasons of questioning them about who killed them 
Quite frankly 500 hours of content is barely scratching the surface Im doing a brand new run as of right now and still discovering things Ive never seen before 
There is a deep level of worldbuilding both direct and indirect physical and implied entire regions are impacted by actions delivered long before you even arrived some are more dangerous than others for explicit plot reasons Theres little stories and quests to be found in the most obscure of places each with differing outcomes

I dont think I could ever do the story justice in this section so I wont further elaborate experience it yourself

h1 Gameplay h1

Really not what I expected when I first got into the game I was a little sceptical because I dont much care of the RPG formula of having all your actions as little buttons at the bottom of your screen I especially didnt think I would much care for a topdown turnbased point and click style experience

However I am genuinely captivated it isnt just a combat system its a sandbox Every class drastically changes how you approach issues from getting the perfect position to fireball as a squishy wizardssorcerers so you dont die first turn to just paladin charging face first at any inconvenience and it hitting it with a 7ft sword in the name of your oath for vengeance 
If youre not satisfied with just playing a singular class you can then subclass and create absolutely insane builds my personal favourite being throwzerker a barbarian that can practically instakill most targets by across map throwing OTHER ENEMIES at the targeted enemy
Alternatively you could just ignore the class system and be a barrelmancer using explosives of various types to essentially ignite entire battlefields and inconvenience your whole party
Theres legitimately no end to it If you want to play the game a certain way you probably can its absolutely DnD in nature

The fights can be quite hard at times but only if youre unprepared or have a poor party dynamic Sometimes just finding the right gear can shift a whole fight in your favour even potions I found are incredibly important as some of them can essentially triple your melee damage or let you heal after every kill The game WANTS you to experiment go nuts



TLDR I could go on for hours about this game Ive barely scratched the surface with this review but it really is mostly just a letter of love for this game you wont ever get a good clue of the experience youll have just from my text So genuinely try it even if you dont think its going to be your thing and better yet try it with friends The COOP experience is so insanely fun",0.927157878875732422,290,True,Early Access,1731431184
174437210,76561199069379712,User,11,11796,Recommended,I love literally everything I have no complaints The devs always listen to our needs adding mod downloading directly from the game more evil endings more romantic scenes Honestly to spend up to 60 euros for this game and have EVERYTHING no paywall whatsoever is a luxury,0.87049490213394165,143,True,Early Access,1725713267
191649115,76561198048429282,Curator,1,6716,Recommended,Have yet to clear the game because for some reason I end up having to stop playing and then when I come back cant remember what I was doing but I have enjoyed every single re start so far and that is just for single player playing with friends amps up the fun x2 for each additional player so a 100 recommend to get it if you dont have it wont regret it,0.5,0,False,Recent,1743430066
175663988,76561199066410656,User,1,51530,Recommended,"Words cannot begin to describe how much I love this game 

800 hours into the game and I am still uncovering new dialogue cut scenes strategies and much more I have introduced friends to Baldurs Gate 3 who also enjoy the game and hearing about the lore behind companions and my playthroughs 

I am eager to play more campaigns as my own Tavs and as the companions to uncover more pieces of the game 

The soundtrack is beautiful as well Very submersive throughout the entire game Same goes to the amazing and talented VAs who have brought the characters to life 

I have very little experience with DnD and have only participated in a couple tabletops However this game is a great way to lean into DnD  of course tabletop has different regulations but its still a friendly introduction for those who are not too knowledgable in DnD",0.844280779361724854,112,True,Early Access,1727162488
